"","Actinobacteria","Bacilli","Bacteroidia","Betaproteobacteria","Clostridia","Coriobacteriia","Deltaproteobacteria","Erysipelotrichia","Firmicutes unclassified","Gammaproteobacteria","Methanobacteria","Negativicutes","Proteobacteria unclassified","Synergistia","Verrucomicrobiae"
"LPG 15:0",-0.102262937424473,-0.253009100161744,-0.126341367238343,-0.201701093560146,0.0581089301240457,-0.13545252352957,-0.00455580870856845,-0.0536042476566494,0.176756432049797,-0.00263264479546375,-0.0131900963222489,-0.106094353257839,-0.153572040666925,-0.0627436824428013,0.0550042109717727
"LPI 16:0",0.136662428754938,-0.502046031119107,-0.0275303643724696,-0.0866572198365559,-0.05,-0.0714574898785425,0.000910977277344613,0.0517663479221401,-0.000809716599190283,-0.318485529913323,0.0453647454123455,-0.128542510121457,-0.0206768479417041,0.0531683306154411,0.0101246941122999
"Lysine",-0.0103871592645333,0.0623229555871995,0.0700404858299595,-0.116420330387896,-0.130769230769231,-0.0390688259109312,-0.392529986838046,0.259237750182639,-0.36336032388664,0.0139704396465476,-0.132929253998966,-0.326923076923077,0.0900773573697999,0.00573758963475983,0.0400724735392079
"Maleic acid",-0.116505015746392,-0.0699641134770729,0.143630750728001,-0.102050115071933,-0.0527354623885048,-0.151121008341723,0.121064885109829,-0.300056998117455,0.181486917586544,-0.460440400145984,-0.0929760586285156,-0.00425122729427486,-0.256733461416786,0.0992015701348173,0.0156141342874192
"Malic acid",-0.301838628039966,0.0334018454781069,0.25668016194332,-0.0496051842522341,-0.290283400809717,-0.0417004048582996,-0.140796599198484,0.247260438310457,-0.287651821862348,-0.111763517172381,-0.0421997631742749,-0.0508097165991903,0.0835262768338145,0.0638784979336594,0.0581903472138498
"Maltotriose",0.0217926674765698,-0.22811016424073,0.0101214574898785,0.0755213621472789,-0.0275303643724696,0.158097165991903,-0.128245356710625,0.309380055817026,-0.407287449392713,0.116825270667506,0.157194117824174,-0.151619433198381,-0.0188343565409582,-0.202600665102964,0.0597889831263182
"Mannitol",-0.146438578650969,0.123016552858394,0.0510121457489879,0.195181214772056,-0.225506072874494,-0.261943319838057,-0.220254061722431,0.0408040624798046,-0.164372469635628,0.00850374587181156,-0.123698055804593,0.118623481781377,0.0808649003660704,0.0854263345619796,0.220824907375635
"Methioninesulfoxide",-0.220574382029206,0.119757836226383,0.0495951417004049,-0.0704596086521529,-0.14331983805668,-0.124089068825911,-0.191305228242369,0.264718892903807,-0.239473684210526,-0.000404940279610074,-0.0353423016584552,-0.0463562753036437,0.103793682242019,0.131964561599476,0.269210287659679
"Methyl-4-hydroxy-3-methoxybenzoate",-0.243703236609367,-0.0790278778139862,0.171567387233235,-0.135256898547721,-0.299509084851412,-0.189989372175093,-0.316226338698249,0.2170236339564,-0.151121008341723,-0.00728929393370951,-0.0928441776942908,-0.176122273619959,-0.0752388732620964,-0.0413764903711417,0.110524622908217
"Methylmalonic acid",-0.30306064677697,0.194911988552124,0.101619433198381,-0.1366673443684,-0.0748987854251012,0.137651821862348,-0.180778379704164,0.306943992385395,-0.0923076923076923,-0.139299456185866,-0.139522966994946,-0.000809716599190283,-0.0176060289404609,-0.0951164859451296,-0.0184376008571356
"Muramic acid",-0.0382899204261226,0.184728499077091,0.0352226720647773,-0.165823044500325,0.0350202429149798,0.210323886639676,-0.228452857218532,0.0761269822384413,-0.0807692307692308,-0.0443409606173031,0.0878282571064596,-0.110121457489879,0.209839298418284,0.0661735337875633,0.158904409699359
"N-2-Fluorenylacetamide",-0.159481516310184,-0.194718173170543,0.0728781821875691,0.296836247411615,-0.170555190258408,-0.33088719107106,0.0109322805952019,-0.117546009411371,0.1887747358053,-0.0104277399329456,0.0369266615829566,-0.0910977277344613,0.0826092118673629,0.0562949784248353,0.148094468207297
"N-Acetylaspartic acid",-0.163343171179523,-0.0661926815877119,0.0427125506072875,0.123101845001463,-0.189676113360324,-0.275303643724696,-0.142416114358208,-0.086074241250931,-0.130364372469636,-0.092933794170512,-0.14163295515366,-0.140890688259109,0.0581408397568709,0.0863188485051645,0.229883844212956
"N-Acetyl-D-glucosamine",-0.105297281171837,0.181469782445081,0.0931174089068826,0.1607612910052,-0.0894736842105263,0.108097165991903,-0.141808796173311,0.204832333542899,-0.126113360323887,-0.0394816772619822,0.0606621595630201,0.14251012145749,0.362970805946944,-0.0785412270002678,0.0241926901420218
"N-Acetylglucosamine",-0.0501027682171604,0.22790649445123,0.0121457489878543,0.120469733183997,0.0319838056680162,0.324089068825911,-0.117414849079972,0.112261923140955,-0.116801619433198,0.0451508411765233,0.210998815871374,0.234008097165992,0.350687529941971,-0.088741386350952,-0.0411382308141869
"N-Acetylglutamic acid",-0.280249630352897,0.0456220328481461,0.0182186234817814,-0.0690423176735177,-0.119028340080972,-0.285222672064777,0.0265195607404765,0.0712548553751811,-0.05,0.0453533113163283,0.0598709140035025,-0.0933198380566802,-0.0153540950062159,0.237153704903406,0.163274014526773
"N-Acetylglycine",-0.202447770763648,0.0814679158002608,0.151821862348178,-0.112370927591796,-0.240283400809717,-0.166194331983806,-0.260640721018042,0.296996733372906,-0.211336032388664,-0.038064386283347,-0.105499407935687,-0.186437246963563,0.02251933934245,0.104169127368862,0.14419695930465
"N-Acetylhistidine",0.106722969698342,0.185950517814095,-0.0797570850202429,0.0732941906094235,0.087246963562753,-0.042914979757085,-0.135533174929382,0.371702678609563,-0.165182186234818,0.124721606119903,-0.0490572246900945,0.30587044534413,0.317932127262044,-0.219813434007243,0.0592561044888288
"N-Acetylleucine",-0.189005564656605,0.0378825808471213,0.0763157894736842,-0.121684554022827,-0.017004048582996,-0.340080971659919,0.312971304616616,-0.0692248025154893,0.0204453441295547,-0.410609443524615,0.0210998815871374,-0.112753036437247,-0.149651245993918,0.226443537585188,-0.0619204976762761
"N-Acetylmethionine",0.00875780094852804,0.282286328247904,-0.0651821862348178,-0.00242964167766045,-0.0366396761133603,-0.0793522267206478,-0.333721342600577,0.413521767519213,-0.315991902834008,0.150637784014948,-0.126599289522825,-0.120647773279352,0.0755421474305822,-0.082748792732425,0.0628796792237571
"N-Acetylneuraminic acid",-0.0476611428053422,-0.0847309205428306,0.0914013868269095,-0.0157934701897039,-0.108305076306526,0.117819727869903,-0.105982386881263,0.245750335738281,-0.224910167806637,-0.243786386005174,0.223142540708438,-0.247482160345287,0.0580414165164743,0.0800753033993127,0.0415133467914661
"N-Acetylphenylalanine",-0.18432115949809,0.0384935902156232,0.0787449392712551,-0.266045763703819,-0.0259109311740891,-0.0206477732793522,-0.187458879738025,0.0223305814566095,-0.30668016194332,0.0714719593511781,-0.118423085407809,-0.0194331983805668,-0.113210860512499,0.0682135656577001,0.127357994359983
"N-Acetylserine",-0.277310452690057,0.154083993727527,0.0236854092109599,0.00283472541866481,-0.19393694037692,-0.236044334529738,-0.239295475250531,0.160179277073527,-0.341414039609264,0.139913947449813,-0.0662042289808721,-0.0244951667908218,0.111271639776733,0.00567412579819971,0.327790238914388
"N-Acetylserotonin",-0.0933873246848265,-0.0394120988582638,0.0894782125747376,-0.0300683374765517,0.088162356507462,0.100916038390287,0.0862435469177042,0.0488252422511827,-0.0246976061857873,-0.394735514549075,0.0211009494759752,0.0314793259171305,-0.0202684311644831,-0.219697050568496,-0.241352949446149
"N-Acetyltryptophan",-0.19359793263452,-0.126892700716787,0.0221671137487189,-0.0321943815405503,0.0154866137148584,-0.159724682627756,0.137564530822958,0.0595850669468695,-0.0740928185573619,0.067425968886813,-0.210218209154403,-0.0360342123038536,-0.151399038849851,-0.00114757600413028,0.0182253717621071
"Naringin",-0.0735359592236404,0.00295366041202988,0.0224730477865378,0.203412140188776,0.128865719965147,0.0605355071006739,0.113889451889533,0.025481032260616,0.0761249186282721,0.03250139223524,-0.0303356857514865,-0.0872602125765566,0.115685080571337,-0.209517584429582,-0.412617290225896
"N-Carbobenzyloxyleucine",-0.108990919546911,-0.0805717919267353,-0.169678567824061,-0.0561996861638755,0.122703117066087,-0.0252088087041713,0.226030175738483,0.203361258218382,-0.00101240195599082,-0.0178218824591749,0.0477505662531198,0.00313844606357153,-0.190541358718492,0.152977353007318,0.121633686724767
"N-Cinnamoylglycine",0.172517042547542,-0.0594745884579484,-0.0856318640703936,0.116223742165257,0.0892757731797721,0.038159825950991,-0.24982285656443,0.154088810264647,-0.00799635610113605,0.0117438624487542,-0.0828212266932026,-0.000506098487413674,0.0510805411670559,-0.0218039440784753,-0.0646414501387014
"N-epsilon-Acetyllysine",-0.235849616241755,-0.0246440445295789,0.137854251012146,-0.0366470953047117,-0.174089068825911,-0.187449392712551,-0.234728478462462,0.114494981286616,-0.214777327935223,0.0741040711686436,0.105499407935687,-0.173481781376518,0.0548652994888781,0.00816012748054731,-0.0227006299570513
"Nervonic acid",-0.00386992185171582,-0.125059579839659,-0.0240902880008909,-0.283573782060005,0.157497849283135,0.0474720381194026,-0.0232817086749671,0.091966048814078,-0.109114833886388,-0.180511265052834,-0.0920528920889417,-0.128549015803073,-0.145461821640053,-0.0308570436666141,-0.117612267482369
"N-Formylmethionine",-0.150511974440982,0.164157850337526,-0.0206477732793522,-0.0840251080190904,0.0354251012145749,-0.0876518218623482,-0.274406599875694,0.0633376492223832,-0.27246963562753,0.249240742100001,-0.304893288934136,-0.0273279352226721,0.177083895738357,-0.0830037967161922,0.00436960482741363
"Nicotinic acid",-0.348886349414617,-0.247866133822294,0.269230769230769,-0.325774454946305,-0.15080971659919,-0.0165991902834008,0.0216610152613052,-0.0907433628282221,-0.401012145748988,0.0232840660775793,0.0487934761702553,-0.231983805668016,-0.182816091207344,-0.265204143117788,-0.0945326702906315
"N-Isobutyrylglycine",-0.0293284496880939,0.0739321335887367,0.127327935222672,0.100222719203493,-0.269028340080972,0.00789473684210526,-0.306898122767652,0.336582764136895,-0.121052631578947,0.101640010182129,-0.0688383636780359,-0.0722672064777328,0.146170984459175,0.100854075579889,0.157732076696882
"N-Isovalerylglycine",-0.238904663084265,0.191042262551612,0.0977732793522267,-0.144766149960602,-0.14331983805668,-0.0151821862348178,-0.194341819166851,0.379010868904453,-0.189473684210526,0.176958902189602,-0.0163524082300315,-0.0649797570850202,-0.0992898143735295,0.0439881871998253,0.0248321445070092
"Nitazoxanide",0.218174513907591,-0.0604003206102715,0.10649929353745,0.179829890643985,-0.106398058467547,-0.15114395936446,0.212908126980432,-0.358275359811204,0.145069855170309,-0.086269744835966,-0.131637161296044,0.152966190622706,-0.0276429673200465,0.276225236120137,0.29591412724349
"Nizatidine",-0.295758470937941,-0.24004914462835,0.400749065723543,0.237825251801088,-0.246077539473082,-0.235955057388628,0.0990028851802153,0.0135012181061644,-0.0878631444930626,-0.221423510297565,-0.183587552484644,0.0233829336150892,0.00327587185075087,-0.184896603409437,0.0460986682360981
"N-Methylalanine",-0.366809290890674,-0.0315688173726011,0.254858299595142,-0.0257137077552397,-0.308906882591093,-0.217206477732794,-0.151728326526619,0.246448417166581,-0.314574898785425,0.0907066226326566,0.0295398342219924,-0.0704453441295547,-0.0339837302804245,0.139487179120606,0.186507523121314
"N-Methylanthranilic acid",-0.00621255741295263,-0.346375537072982,0.270675170938306,-0.112179812258666,-0.112055876674908,-0.134527786902397,-0.157615022725558,0.0781649469304253,-0.0655936839072633,-0.183355270758523,-0.183983215313274,-0.332523536474321,-0.0566111604207886,0.093978480491555,-0.241898098408843
"N-Methylglutamic acid",-0.382491864682225,-0.0932807635912987,0.17753036437247,-0.0554768183065802,-0.12246963562753,-0.15668016194332,-0.0293537122699931,0.164028271063095,-0.177327935222672,-0.217047989871,0.0514309613686475,-0.139068825910931,-0.105226731109266,0.0770112030976652,0.0303740823368996
"N-Methylisoleucine",-0.205116239830928,-0.28272228489109,0.18250835198271,0.0582160578057155,-0.12055876162585,0.00334041908786989,0.0675203726126826,-0.00152269377137192,0.0150824983058368,-0.391211908454408,0.00712193091535255,-0.217228465532388,0.0784161824273491,-0.149638733862741,-0.0385310255892473
"N-Methylphenylalanine",-0.0205706487395659,-0.0833009439057667,-0.0370445344129555,0.16602551464013,-0.0870445344129555,-0.034412955465587,-0.333620122903094,-0.0745029399506879,-0.015587044534413,-0.0759263024268889,-0.110774378332472,0.0815789473684211,0.195508809745816,-0.391941123050038,0.242779507240201
"N-Methylserine",-0.00835088399580782,0.142779748318568,0.0827977125408771,-0.172412049570935,-0.201528417688125,0.0970696898859427,-0.394371899989878,0.191748196699551,-0.217419910192914,0.150746648156854,-0.145332789515779,-0.161850296274893,0.0558917344232716,-0.161616953915014,0.141006823633144
"N-Methyltyrosine",-0.069574362141272,-0.0156873378766558,0.048091527985288,0.476151901175591,-0.0606459479225,-0.0971955091913189,-0.131119327847634,-0.0592955509592916,0.0609496838887229,-0.103392405593424,-0.151437640460278,-0.0663156859586603,0.257412805957636,-0.401243119923925,-0.0474939100181726
"N-Methylvaline",-0.00855413115902739,0.102445904118828,0.0204453441295547,0.179793484146873,-0.0904858299595142,0.109514170040486,-0.28979199389307,0.191636989954903,-0.0947368421052632,0.203482490504062,-0.0403535235354003,-0.182793522267206,0.311585767992808,0.0204003187013683,0.0896301868257284
"Norepinephrine",-0.259807114105609,0.160609885905349,0.0228768095108665,0.131315177346109,-0.0872557955679954,-0.0310760199992744,0.0310775927917445,0.0667955001041816,-0.246684888398149,0.0953730894834504,0.161562321690868,0.037149509249947,-0.031939750544821,-0.0784216628253817,0.20182156833538
"O-Acetylsalicylic acid",0.108148658224846,-0.0486770796906558,0.0285425101214575,0.0700546683725429,-0.111943319838057,-0.125708502024291,-0.0452452047747825,0.103735701130249,-0.130769230769231,-0.191536752255565,-0.147699171109962,-0.143117408906883,-0.0262043221439418,0.102256597490608,0.143983807849654
"Octadecanedioic acid",-0.29126253936598,0.122615418670154,0.0888708943898412,-0.181422426794548,-0.155271015938515,0.0260134622530628,0.138576779026217,-0.0602956214079055,-0.162457614459789,-0.0927360172677488,0.137947457199188,-0.031681765312096,-0.296963226303866,-0.0031877111225841,0.203729813586361
"Oleic acid",0.247866133822294,0.0295321194775945,0.0315789473684211,-0.016602551464013,-0.00991902834008097,0.101417004048583,-0.00870489398351519,-0.208892439262283,-0.133805668016194,-0.00951609657083675,-0.0029012337182314,0.0967611336032389,0.150674852327665,0.01364271313154,-0.0454012599141026
"Olmesartan",0.423225822582355,0.225258787187721,-0.211943319838057,-0.0301680508309505,0.225101214574899,0.423279352226721,-0.474619161496543,0.291515590651738,-0.0479757085020243,0.420530480375062,-0.024264863825208,0.128947368421053,0.0896679148363008,-0.243656306489467,-0.0657572238662003
"Omeprazole",0.0731322600306491,-0.159098314997039,0.102348655671446,0.219117051437829,0.0509212401609668,-0.0877708056054836,-0.0381675529584512,-0.01035536602458,0.048997773832819,-0.0219724584852167,-0.131769062259266,0.193763923793421,0.203534144563898,0.0651029469248985,-0.3137691763477
"Orlistat",0.138495456860443,0.23116521108324,0.0562753036437247,0.250658033078636,-0.146558704453441,0.05,-0.278050508985072,-0.144945774181992,-0.00323886639676113,0.087062160116166,0.0875645085866203,-0.1,0.131226331986459,0.0452632071186608,0.096024730475602
"Ornithine",0.00651743326402087,0.0645633232717067,0.130566801619433,-0.0894918017938264,-0.1917004048583,0.0888663967611336,-0.458322790201823,0.30572596066958,-0.39412955465587,0.123304315141268,-0.0709483518367496,-0.0722672064777328,0.0206768479417041,-0.0965190078558486,0.0323990211593596
"Orotic acid",-0.115277100857369,0.17800739602357,0.0987854251012146,0.0483903634134039,-0.221052631578947,0.103441295546559,-0.346475024483401,0.28116232106731,-0.253643724696356,0.0346223939066614,0.00949494671421184,-0.0143724696356275,0.152312622461662,-0.0988140437097526,0.127677721542476
"O-Succinylhomoserine",-0.273528527299376,0.0794312179052543,0.141093117408907,0.154889656950853,-0.223076923076923,-0.150202429149798,-0.138367326458898,0.217824671844927,-0.040080971659919,-0.100425189343298,-0.0501122187694514,-0.108906882591093,0.117510007114239,0.0652810198443785,0.129915811819932
"Otenzepad",-0.0360568524385094,0.0717062828155668,0.0813929962016249,-0.0650060753341434,-0.0301680508309505,0.0572990495648255,-0.127056442872298,0.0160406650184671,-0.271512457478555,0.217901984609153,-0.216317579684881,0.134440172830545,-0.162581600386051,-0.300072936560796,-0.264467921358465
"Oxaprozin",0.162638557820794,-0.0892118826869226,0.0423098335477831,0.217362695495477,0.0350220153290262,-0.176021053922476,-0.0552687518979654,0.0604986369682014,0.126524621853419,-0.070969375660144,-0.290665579031558,-0.114277038458008,0.014126482326761,-0.127763461793171,-0.141273276436684
"Oxazepam",0.353570754573132,0.0619156160081982,-0.287651821862348,-0.0898967420734365,0.315991902834008,0.352834008097166,-0.0836074701207389,-0.0353229197586368,0.00708502024291498,-0.0767361829861091,0.205196348434911,-0.104858299595142,0.0984709293065313,0.129924529729339,-0.0222743270470597
"Palmitic acid",0.0530586653879985,0.126281660424411,-0.000910977277344613,-0.0529486212129177,-0.193430841889506,-0.0286451743876139,-0.0323919425043021,0.153073732463167,-0.0496988714640228,-0.0775499882391873,0.050114755005441,-0.201224758595677,-0.0260009167463571,0.0954400710101681,0.0317611741819176
"Pantoprazole",-0.0318872344827643,-0.126122671851956,0.0535642004241991,0.104820743491155,-0.0980153988858691,-0.231774016580325,-5.06303510102827e-05,-0.135357834939108,-0.167983002842621,-0.159712379213094,-0.293671021809173,0.0199473487402027,-0.0104450142112888,-0.326856211449972,0.114562009969788
"PE-Cer 23:3;2O/18:2;O",0.0529541452701695,0.00264770726350848,-0.0838056680161943,0.222717153785541,0.1417004048583,0.111538461538462,0.173996659972821,0.100893627126681,-0.0172064777327935,0.114193158850041,0.196492647280217,0.0676113360323887,0.118943055981486,-0.00127501991883552,0.0195033581321145
"Penciclovir",-0.1339332221317,0.173145610360372,0.191830745745446,0.28552624954323,-0.13008047930496,-0.0756187689033501,0.075369508383784,0.0433482102600918,0.0459583950229196,0.00172125753270741,-0.0230815000283049,0.0771372180781162,0.00737108477976662,0.331938084157153,-0.158768652490693
"PG O-18:2_11:0",0.339517539097587,-0.0833009439057667,-0.3417004048583,0.150637784014948,0.187044534412955,0.17995951417004,-0.188977175200266,0.00771420086682872,0.0668016194331984,0.0301680508309505,0.140314212554464,0.108502024291498,0.0753374261638327,-0.0399081234595517,0.185122038663841
"Phenylacetylglutamine",0.167212897180035,0.0822825949582634,-0.180161943319838,-0.0443409606173031,0.00384615384615385,-0.017004048582996,-0.140088061316105,0.185343826089858,-0.107894736842105,0.0514274155104794,0.204141354355555,-0.12995951417004,0.259381844971674,0.0748436692356448,0.256208048904936
"Phenylalanine",-0.0496954286381591,0.0710807565357276,-0.00242914979757085,0.0595262211026809,-0.121457489878543,-0.092914979757085,-0.295865175742034,0.149614895759283,-0.0753036437246964,0.121684554022827,-0.204668851395233,-0.135425101214575,0.259996008771923,-0.0289429521575662,0.259725047912366
"Phenyl-beta-glucopyranoside",-0.117313798752376,-0.346034972361608,0.177935222672065,-0.016400081324208,-0.0611336032388664,-0.0406882591093117,0.141505137080863,-0.0261876818900238,-0.0117408906882591,-0.330431268161821,0.0717395973962673,-0.160728744939271,-0.0632588714256095,-0.0650260158606114,0.0553128025714067
"Phloretin",0.323240314667,-0.244110596804285,-0.168834455401202,0.0725892187565239,0.154967356846067,-0.116098993012697,0.0600263184532847,-0.0126884725184986,0.0529379017834703,-0.0450518861180657,-0.0334977572931106,0.107495318726664,-0.0632620730285382,-0.19821187760228,-0.232027101322264
"Phlorobenzophenone",0.34737640621586,0.12648534052187,-0.21246014501626,0.141938751320288,0.236752872412117,0.0116402652105145,-0.0639740864459966,-0.172969257372173,0.223999190529292,-0.0261199699291258,-0.110911865683095,0.0555696139180214,0.0268198432580534,0.205989892741385,-0.103010653848401
"Phthalic acid",-0.0362532225311161,-0.159473445179011,0.0668016194331984,0.275764330414461,-0.0309716599190283,-0.14412955465587,0.156991750795722,-0.233050068292615,0.0491902834008097,-0.468515903508856,0.00791245559517654,0.197368421052632,0.00348026153474227,-0.131199549648175,0.0806778257159053
"Piceid",-0.135847749596935,-0.283304677195407,0.161538461538462,0.118242561646142,-0.0593117408906883,-0.120242914979757,0.00020243939496547,-0.0889163152544995,0.0504048582995951,-0.21988257182827,-0.304629540414297,-0.180769230769231,-0.0255901583436932,-0.107484179157834,-0.0365554745317775
"Pizotifen",-0.178414735602571,-0.245829435927287,0.15,0.396436533738263,-0.255263157894737,-0.378744939271255,0.121261197584316,-0.0899313416843454,0.0281376518218623,-0.149625433315922,-0.257946052402755,-0.0145748987854251,0.0323459601464282,0.0216753386202038,0.112437392510278
"Proline",-0.242978058874278,0.0570275410601826,0.15668016194332,0.0465681321551585,-0.27085020242915,-0.0487854251012146,-0.169947872073512,0.141088673748578,-0.121052631578947,0.0548694078871651,0.0179348993490668,-0.133400809716599,0.107273943776762,0.155424928106049,0.270595772117151
"Proline-hydroxyproline",-0.0534714384936444,-0.0636564743971957,-0.0143746521877854,0.270439933521265,-0.0774409079130694,-0.121678393871254,-0.376290749043016,0.0713671939410878,-0.0313812829451654,0.157545689464278,-0.11356098013926,-0.09009465103612,0.10391182015921,-0.0126246140344057,0.0966255679642921
"Propionic acid",-0.0909431635153218,-0.198078894778612,0.12399412941635,-0.00465704890209219,-0.238473607269323,-0.335644516852749,-0.302864662415224,0.0870936753669745,-0.260337061925594,-0.0813971155930896,-0.147706646331826,-0.374512880686119,0.0532302232602587,0.137709120495633,0.0718889663949779
"Pseudouridine",-0.319354229937022,0.0663963513772126,0.202834008097166,0.118647501925752,-0.187651821862348,0.163765182186235,-0.134116099164624,0.149817901045253,-0.236234817813765,0.248025921261171,0.22603248150221,-0.0402834008097166,0.100313420707277,0.0573758963475983,-0.00447618055491152
"Purine",0.0160899133705515,0.117721138331377,-0.168218623481781,0.0336100432076362,0.174696356275304,0.0927125506072874,-0.084720886793049,0.157329096626112,-0.0898785425101215,0.0431261397784729,0.109191887213436,0.058502024291498,0.0108502271377259,-0.264311629174603,0.0893104596432347
"Pyridoxamine",0.082897799665702,0.106422850922185,0.0173085682695477,0.172513289764458,-0.126929500643349,-0.155169796241032,-0.143233120761211,0.0197940171288579,-0.0322890834969924,-0.0214629210270336,-0.117110269591662,0.00253049243706837,0.185691586527133,0.0350010681259735,-0.130028968127314
"Pyridoxine",-0.312836796673002,-0.343794604677101,0.107287449392713,0.0319902820891959,-0.0748987854251012,-0.34412955465587,0.205071107100021,0.15042691690316,-0.198582995951417,-0.13464264297035,-0.0843995263485497,-0.0617408906882591,-0.105840894909515,-0.145862278714783,0.0156666319421903
"Pyroglutamic acid",-0.378418468892212,-0.0417523068476337,0.27914979757085,-0.0289532299921203,-0.32753036437247,-0.228744939271255,-0.122273394559144,0.231426026004862,-0.318623481781377,0.0720793697705932,0.0319135709005454,-0.0623481781376518,-0.0466764488188963,0.146244784690434,0.181072161018921
"Pyrrole-2-carboxylic acid",-0.249508119386941,-0.247776838558542,0.149197834089551,-0.260288537549544,-0.124196568811316,-0.220051622327465,-0.12703714950906,-0.115414346028263,-0.277544410497659,-0.00536573025675839,-0.179094308677339,-0.0777367276667403,-0.0952002069846934,-0.239715876418325,-0.028990065025106
"Pyruvic acid",-0.10916700717235,0.0926697542227967,0.313765182186235,-0.110751166473355,-0.289068825910931,0.173886639676113,-0.397084873224769,0.10109663241265,-0.209716599190283,-0.0975906073860279,-0.20572384547459,-0.166801619433198,0.194280482145318,-0.212673322461764,0.115634664335214
"Quinic acid",0.164157850337526,-0.107741318645845,0.034412955465587,0.101235069902519,-0.104251012145749,-0.288056680161943,-0.227744319336153,0.112667933712893,-0.0305668016194332,-0.0726867801900083,-0.351576776945677,-0.252631578947368,0.114848630646495,-0.216498382218271,-0.0104444212947936
"Ribose A",-0.338091850571082,-0.0452146932691448,0.317611336032389,-0.0228791257979692,-0.215384615384615,-0.160526315789474,-0.0172073485720649,-0.18250175208629,-0.254048582995951,0.0660052655764421,-0.0561784347257534,0.0797570850202429,0.151493737394664,-0.155042422130399,-0.0107641484772872
"Riluzole",0.153488491066518,0.111016891348709,-0.184137269926632,-0.0862653775215715,0.264716306134218,0.249430584441573,-0.26720996289993,-0.0870009746906291,-0.225034167700331,0.398116742270914,0.060935160074725,0.191527055910493,0.245293321282234,-0.126182379667116,0.0667265367298917
"S-Adenosyl-homocysteine",0.11681053589258,-0.122106218426507,0.0650842654813985,-0.0341179452175015,-0.0424110532452659,-0.0764208715994648,-0.0601275432736107,0.142516923327777,-0.0447391062873688,-0.203594029176248,-0.165906215254855,-0.259628524043215,0.0722702646571973,-0.0576338170963206,-0.0810016522760315
"Salicylic acid",0.0936881031702999,0.0144605550545463,-0.214372469635628,-0.0149827903455727,0.12004048582996,-0.0234817813765182,0.0139683182526174,-0.0440521470553114,0.0595141700404858,-0.234662892034038,-0.156402872264656,-0.058502024291498,0.0865970958350577,0.344127876093706,0.292656947709215
"Serine",-0.344812953624604,0.118943157068381,0.240890688259109,-0.213201057214704,-0.208906882591093,-0.0803643724696356,-0.165696644779237,0.244012353734951,-0.371457489878542,-0.0358372147454916,-0.0611896566026985,-0.146963562753036,0.0599833311576168,-0.0155552430097933,0.109879575050328
"Ser-Val",-0.311614777935998,-0.0167009227390535,0.186842105263158,-0.0453533113163283,-0.193522267206478,-0.236032388663968,0.128346576408108,0.101299637698619,-0.246356275303644,-0.00830127573200652,-0.136094236237036,-0.141093117408907,0.061211658758114,0.0076501195130131,0.116487270155198
"Sodium lauryl sulfate",0.027495421582588,0.0342165246361095,-0.0753036437246964,0.065600325296832,0.119635627530364,-0.0700404858299595,0.151930765921585,-0.297402743944844,0.00910931174089069,-0.120267263044192,-0.038771032416365,0.0230769230769231,0.0505661528871377,0.110671728954923,-0.265586712924751
"Sorbose",-0.109981686330352,-0.141754173492454,0.370445344129555,-0.130188299894639,-0.200607287449393,-0.0111336032388664,-0.0651854851788812,0.205847359972745,-0.346558704453441,-0.00182223125824533,-0.131083014360091,0.0991902834008097,-0.00716524433623409,-0.215988374250737,-0.0597889831263182
"Stavudine",-0.0105908290540339,-0.113647742541364,0.271255060728745,-0.0200445438406987,-0.0621457489878543,0.0759109311740891,0.00192317425217196,-0.194479063958471,-0.142307692307692,-0.0811905260618199,-0.0960044612214753,0.0082995951417004,-0.174627240537362,0.0534233345992082,-0.278162648769502
"Sucrose",0.151530323388485,0.0146642248440469,-0.12165991902834,0.125126546399513,0.163765182186235,0.0568825910931174,-0.014879295529962,0.102111658842496,0.247165991902834,-0.175541611210967,-0.0551234406463965,-0.0178137651821862,-0.0425820234839054,-0.287771995681176,-0.222956421925593
"Syringic acid",-0.141346833913453,-0.147253257808971,-0.059919028340081,0.154079776391633,0.0230769230769231,-0.458097165991903,0.147477099232345,-0.243809348448981,0.012753036437247,-0.182223125824533,-0.174337771613723,-0.241093117408907,-0.149855967260667,-0.117429334524751,0.188745613398769
"Taurine",0.12179453412139,0.0757651616942426,-0.212348178137652,-0.065600325296832,0.0868421052631579,0.181781376518219,-0.164178349316996,0.234674110580368,-0.304251012145749,0.194573804352641,0.0443097513329886,-0.0234817813765182,0.0413536958834081,-0.0846613226106783,-0.0606415889463014
"Taurocholic acid",0.0409376276896311,-0.109778016540851,-0.236234817813765,0.190321931416735,0.181983805668016,0.119433198380567,-0.056885469985297,0.100487616554743,-0.193927125506073,0.13869204576645,-0.0250561093847257,-0.211538461538462,0.203083496615549,-0.199030609330224,0.0508366220164952
"Threonic acid",-0.12006941745192,-0.149297511437247,0.294852978767206,-0.097393066169841,-0.333620122903094,-0.0383622653459565,-0.251543678509971,0.284627815534961,-0.418847108183557,-0.174538093634933,-0.220900564826615,-0.220355281419914,0.0107484104660138,-0.105449483935082,0.0325605325925363
